full_name,title,email,phone,linkedin,company,company_website,company_industry,company_size,location,source
,,,,http://www.linkedin.com/company/innovatorsdens,Innovator’s Den,http://www.mysterygadgets.com,information technology & services,54,"Claymont, Delaware",apollo
,,,,http://www.linkedin.com/company/inside-higher-ed,Inside Higher Ed,http://www.insidehighered.com,online media,170,"Washington, District of Columbia",apollo
,,,,http://www.linkedin.com/company/rare-carat,Rare Carat,http://www.rarecarat.com,luxury goods & jewelry,170,"New York, New York",apollo
,,,,http://www.linkedin.com/company/neenopal,NeenOpal Inc.,http://www.neenopal.com,management consulting,160,"Newark, New Jersey",apollo
,,,,http://www.linkedin.com/company/lotus-interworks,Lotus Interworks,http://www.lotusinterworks.com,information technology & services,310,"Los Angeles, California",apollo
,,,,http://www.linkedin.com/company/tributario,Tax.Network,http://www.tributario.com.br,information technology & services,59,"Miami, Florida",apollo
,,,,http://www.linkedin.com/company/artificial-intelligence-finance-institute-aifi,AIFI - Artificial Intelligence Finance Institute,http://www.aifinanceinstitute.com,e-learning,15,"New York, New York",apollo
,,,,http://www.linkedin.com/company/togethercomputer,Together AI,http://www.together.ai,information technology & services,360,"San Francisco, California",apollo
,,,,http://www.linkedin.com/company/blackstoneeit,BlackStone eIT,http://www.blackstoneeit.com,information technology & services,270,"Seattle, Washington",apollo
,,,,http://www.linkedin.com/company/aegistech,Aegistech,http://www.aegistech.com,staffing & recruiting,57,"New York, New York",apollo
,,,,http://www.linkedin.com/company/kc-ai,USD Artificial Intelligence (ᗩ𝕀) Research,http://www.ai-research-lab.org,research,14,"Vermillion, South Dakota",apollo
,,,,http://www.linkedin.com/school/udacity,Udacity,http://www.udacity.com,e-learning,430,"Mountain View, California",apollo
,,,,http://www.linkedin.com/company/delorean-artificial-intelligence,DeLorean Artificial Intelligence,http://www.deloreanai.com,information technology & services,26,"Palm Beach, Florida",apollo
,,,,http://www.linkedin.com/company/innovatix-technology-partners,Innovatix Technology Partners,http://www.innovatixinc.com,information technology & services,110,"Bedminster Township, New Jersey",apollo
,,,,http://www.linkedin.com/company/langchain,LangChain,http://www.langchain.com,information technology & services,98,"Bayonne, New Jersey",apollo
,,,,http://www.linkedin.com/company/glocomms,Glocomms,http://www.glocomms.com,professional training & coaching,92,"New York, New York",apollo
,,,,http://www.linkedin.com/company/hyqoocom,Hyqoo,http://www.hyqoo.com,information technology & services,170,"Bernards, New Jersey",apollo
,,,,http://www.linkedin.com/company/projectmanagementskills,Project Management Skills,http://www.coursya.com,e-learning,120,"Sunnyvale, California",apollo
,,,,http://www.linkedin.com/school/y-combinator,Y Combinator,http://www.ycombinator.com,venture capital & private equity,68,"Mountain View, California",apollo
,,,,http://www.linkedin.com/company/machine-learning-society,Machine Learning Society,http://www.innovation-labs.co,information technology & services,43,"San Diego, California",apollo
,,,,http://www.linkedin.com/company/startuphealth,StartUp Health,http://www.startuphealth.com,"health, wellness & fitness",130,"New York, New York",apollo
,,,,http://www.linkedin.com/company/fortune,Fortune,http://www.fortune.com,publishing,360,"New York, New York",apollo
,,,,http://www.linkedin.com/company/startupgenome,Startup Genome,http://www.startupgenome.com,public policy,67,"San Francisco, California",apollo
,,,,http://www.linkedin.com/company/startupleadership,Startup Leadership Program,http://www.startupleadership.com,education management,230,"Boston, Massachusetts",apollo
,,,,http://www.linkedin.com/company/cypress-hcm,Cypress HCM,http://www.cypresshcm.com,staffing & recruiting,200,"Danville, California",apollo
,,,,http://www.linkedin.com/company/sequoia,Sequoia Capital,http://www.sequoiacap.com,venture capital & private equity,330,"Menlo Park, California",apollo
,,,,http://www.linkedin.com/company/quest-groups,Quest Groups LLC,http://www.questgroups.com,staffing & recruiting,120,"Palo Alto, California",apollo
,,,,http://www.linkedin.com/company/draperstartuphouse,Draper Startup House,http://www.draperstartuphouse.com,venture capital & private equity,43,"San Mateo, California",apollo
,,,,http://www.linkedin.com/company/google-ai,AI Community,http://www.thecommunityai.org,information technology & services,380,"San Francisco, California",apollo
,,,,http://www.linkedin.com/company/agile-resources-inc-,"Agile Resources, Inc.",http://www.gotoagile.com,staffing & recruiting,56,"Alpharetta, Georgia",apollo
,,,,http://www.linkedin.com/company/synergy-interactive-solutions,Synergy Interactive,http://www.sinyc.com,staffing & recruiting,160,"New York, New York",apollo
,,,,http://www.linkedin.com/company/droisys,Droisys,http://www.droisys.com,information technology & services,450,"Fremont, California",apollo
,,,,http://www.linkedin.com/school/startup-school-online,Startup School Online,http://www.startupschool.org,e-learning,21,"None, None",apollo
,,,,http://www.linkedin.com/company/startup-san-diego,Startup San Diego,http://www.startupsd.org,civic & social organization,20,"San Diego, California",apollo
,,,,http://www.linkedin.com/company/venturedive,VentureDive,http://www.venturedive.com,information technology & services,320,"Mountain View, California",apollo
,,,,http://www.linkedin.com/company/weekdayjobs,Weekday AI (YC W21),http://www.weekday.works,information technology & services,35,"San Francisco, California",apollo
,,,,http://www.linkedin.com/company/atlas-search,Atlas Search,http://www.atlassearchllc.com,staffing & recruiting,210,"New York, New York",apollo
,,,,http://www.linkedin.com/company/engtal,Engtal,http://www.engtal.com,staffing & recruiting,47,"Chicago, Illinois",apollo
,,,,http://www.linkedin.com/company/bitsol,Bitsol,http://www.bitsol.tech,information technology & services,80,"Dallas, Texas",apollo
,,,,http://www.linkedin.com/company/highbrow-technology-inc,Highbrow Technology Inc,http://www.highbrowtechnology.com,information technology & services,310,"Cary, North Carolina",apollo
,,,,http://www.linkedin.com/company/startup-institute,Startup Institute,http://www.startupinstitute.com,professional training & coaching,27,"Boston, Massachusetts",apollo
,,,,http://www.linkedin.com/company/founderandco,Founder & Co,http://www.foundersandco.com,information technology & services,78,"Palo Alto, California",apollo
,,,,http://www.linkedin.com/company/recruiting-from-scratch,Recruiting from Scratch,http://www.recruitingfromscratch.com,staffing & recruiting,64,"New York, New York",apollo
,,,,http://www.linkedin.com/company/startup-world-cup,Startup World Cup,http://www.startupworldcup.io,events services,130,"San Jose, California",apollo
,,,,http://www.linkedin.com/company/storm3,Storm3,http://www.storm3.com,staffing & recruiting,71,"New York, New York",apollo
,,,,http://www.linkedin.com/company/wimlds,(WiMLDS) Women in Machine Learning & Data Science,http://www.wimlds.org,civic & social organization,21,"New York, New York",apollo
,,,,http://www.linkedin.com/school/coderhouse,Coderhouse,http://www.coderhouse.com,education management,230,"None, Arkansas",apollo
,,,,http://www.linkedin.com/company/greylock-partners,Greylock Partners,http://www.greylock.com,venture capital & private equity,150,"Menlo Park, California",apollo
,,,,http://www.linkedin.com/company/icmlconf,[ICML] Int'l Conference on Machine Learning,http://www.icml.cc,electrical/electronic manufacturing,11,"San Diego, California",apollo
,,,,http://www.linkedin.com/school/data-science-dojo,Data Science Dojo,http://www.datasciencedojo.com,professional training & coaching,79,"Redmond, Washington",apollo
,,,,http://www.linkedin.com/company/harvard-business-review,Harvard Business Review,http://www.hbr.org,publishing,450,"Boston, Massachusetts",apollo
,,,,http://www.linkedin.com/company/simon-sinek,Simon Sinek's The Optimism Company,http://www.simonsinek.com,professional training & coaching,140,"New York, New York",apollo
,,,,http://www.linkedin.com/company/bayone-solutions,BayOne Solutions,http://www.bayone.com,information technology & services,450,"Pleasanton, California",apollo
,,,,http://www.linkedin.com/company/steneral-consulting,Steneral Consulting,http://www.steneral.com,information technology & services,79,"Plano, Texas",apollo
,,,,http://www.linkedin.com/company/brilliantads,The Ad Professor,http://www.theadprofessor.com,marketing & advertising,300,"None, New York",apollo
,,,,http://www.linkedin.com/company/stand8,STAND 8 Technology Consulting,http://www.stand8.io,information technology & services,350,"Seal Beach, California",apollo
,,,,http://www.linkedin.com/company/adweek,ADWEEK,http://www.adweek.com,information technology & services,400,"New York, New York",apollo
,,,,http://www.linkedin.com/company/prudent-technologies-and-consulting-inc,"Prudent Technologies and Consulting, Inc.",http://www.prudentconsulting.com,information technology & services,370,"Farmers Branch, Texas",apollo
,,,,http://www.linkedin.com/company/inductive-automation,Inductive Automation,http://www.inductiveautomation.com,machinery,340,"Folsom, California",apollo
,,,,http://www.linkedin.com/company/optomi,Optomi,http://www.optomi.com,information technology & services,410,"Atlanta, Georgia",apollo
,,,,http://www.linkedin.com/company/scrut-automation,Scrut Automation,http://www.scrut.io,information technology & services,230,"Palo Alto, California",apollo
,,,,http://www.linkedin.com/company/stellar-consulting-solutions,"Stellar Consulting Solutions, LLC",http://www.stellarconsulting.com,information technology & services,110,"Roswell, Georgia",apollo
,,,,http://www.linkedin.com/company/intellecttinc,Intellectt Inc,http://www.intellectt.com,information technology & services,460,"Woodbridge Township, New Jersey",apollo
,,,,http://www.linkedin.com/company/marketer-tips,Marketer Tips,http://www.chasedimond.com,online media,210,"Los Angeles, California",apollo
,,,,http://www.linkedin.com/company/tsr-consulting-services,TSR Consulting,http://www.tsrconsulting.com,staffing & recruiting,170,"Hauppauge, New York",apollo
,,,,http://www.linkedin.com/company/pantone,Pantone,http://www.pantone.com,design,430,"Carlstadt, New Jersey",apollo
,,,,http://www.linkedin.com/company/insidea,INSIDEA,http://www.insidea.com,information technology & services,160,"San Francisco, California",apollo
,,,,http://www.linkedin.com/company/talos-automation,Talos Automation,http://www.talosautomation.com,machinery,52,"Troy, Michigan",apollo
,,,,http://www.linkedin.com/company/avoautomation,Avo Automation,http://www.avoautomation.com,information technology & services,140,"Cincinnati, Ohio",apollo
,,,,http://www.linkedin.com/company/amerit-consulting,Amerit Consulting,http://www.ameritconsulting.com,staffing & recruiting,95,"Elk Grove, California",apollo
,,,,http://www.linkedin.com/company/estaffinginc,eStaffing Inc.,http://www.estaffinginc.com,staffing & recruiting,200,"Allen, Texas",apollo
,,,,http://www.linkedin.com/company/techconsultingusa,Tech Consulting,http://www.techconsulting.net,information technology & services,150,"Atlanta, Georgia",apollo
,,,,http://www.linkedin.com/company/compri-consulting,Compri Consulting,http://www.compri.com,information technology & services,44,"Denver, Colorado",apollo
,,,,http://www.linkedin.com/company/ztek-inc,Ztek Consulting,http://www.ztekinc.com,staffing & recruiting,220,"Duluth, Georgia",apollo
,,,,http://www.linkedin.com/company/femalequotient,The Female Quotient,http://www.thefemalequotient.com,marketing & advertising,450,"Los Angeles, California",apollo
,,,,http://www.linkedin.com/company/dahl-consulting,Dahl Consulting,http://www.dahlconsulting.com,staffing & recruiting,150,"Edina, Minnesota",apollo
,,,,http://www.linkedin.com/company/themesoft-inc.,Themesoft Inc.,http://www.themesoft.com,information technology & services,140,"Coppell, Texas",apollo
,,,,http://www.linkedin.com/company/association-for-advancing-automation,A3 - Association for Advancing Automation,http://www.automate.org,civic & social organization,32,"Ann Arbor, Michigan",apollo
,,,,http://www.linkedin.com/company/chronos-consulting,Chronos Consulting,http://www.coberonchronos.com,human resources,81,"Las Vegas, Nevada",apollo
,,,,http://www.linkedin.com/company/flexton-inc,Flexton Inc.,http://www.flextoninc.com,information technology & services,160,"San Jose, California",apollo
,,,,http://www.linkedin.com/company/sprinto-com,Sprinto,http://www.sprinto.com,information technology & services,330,"Mountain View, California",apollo
,,,,http://www.linkedin.com/company/lorventech,Lorven Technologies Inc.,http://www.lorventech.com,information technology & services,390,"Plainsboro Township, New Jersey",apollo
,,,,http://www.linkedin.com/company/atyeti-inc,Atyeti Inc,http://www.atyeti.com,information technology & services,450,"Princeton, New Jersey",apollo
,,,,http://www.linkedin.com/company/virtustant,Virtustant,http://www.virtustant.com,information technology & services,210,"Greenwich, Connecticut",apollo
,,,,http://www.linkedin.com/company/manpowergroup-colombia,ManpowerGroup Colombia,http://www.manpowergroupcolombia.co,human resources,480,"Milwaukee, Wisconsin",apollo
,,,,http://www.linkedin.com/company/wand1,Wand AI,http://www.wand.ai,information technology & services,170,"Palo Alto, California",apollo
,,,,http://www.linkedin.com/company/chatbase-co,Chatbase,http://www.chatbase.co,information technology & services,54,"San Francisco, California",apollo
,,,,http://www.linkedin.com/company/crewai-inc,CrewAI,http://www.crewai.com,information technology & services,45,"San Francisco, California",apollo
,,,,http://www.linkedin.com/company/agent.ai,Agent.ai,http://www.agent.ai,information technology & services,73,"Mountain View, California",apollo
,,,,http://www.linkedin.com/company/testmu-ai,TestMu AI,http://www.testmuai.com,information technology & services,470,"San Francisco, California",apollo
,,,,http://www.linkedin.com/company/tray-ai,Tray.ai,http://www.tray.ai,information technology & services,140,"San Francisco, California",apollo
,,,,http://www.linkedin.com/company/llamaindex,LlamaIndex,http://www.llamaindex.ai,information technology & services,81,"San Francisco, California",apollo
,,,,http://www.linkedin.com/company/engati,Engati,http://www.engati.ai,information technology & services,110,"Wilmington, Delaware",apollo
,,,,http://www.linkedin.com/company/bikglobal,Bik.ai,http://www.bik.ai,information technology & services,350,"Palo Alto, California",apollo
,,,,http://www.linkedin.com/company/reality-ai-lab,Reality AI Lab,http://www.realityai.tech,information technology & services,300,"New York, New York",apollo
,,,,http://www.linkedin.com/company/kokoro-doc,kokoro.doctor,http://www.kokoro.doctor,hospital & health care,68,"Boston, Massachusetts",apollo
,,,,http://www.linkedin.com/company/sendbird,Sendbird,http://www.sendbird.com,information technology & services,310,"San Mateo, California",apollo
,,,,http://www.linkedin.com/company/stier-solutions-inc,Stier Solutions Inc,http://www.stiersol.com,information technology & services,130,"Alpharetta, Georgia",apollo
,,,,http://www.linkedin.com/company/pronix-inc,Pronix Inc,http://www.pronixinc.com,information technology & services,200,"Plainsboro Township, New Jersey",apollo
,,,,http://www.linkedin.com/company/markovate,Markovate,http://www.markovate.com,information technology & services,55,"San Francisco, California",apollo
,,,,http://www.linkedin.com/company/wotnot-io,WotNot,http://www.wotnot.io,information technology & services,31,"Dover, Delaware",apollo
,,,,http://www.linkedin.com/company/tars,Tars,http://www.hellotars.com,information technology & services,43,"Newark, Delaware",apollo
,,,,http://www.linkedin.com/company/translators-without-borders,Translators without Borders,http://www.translatorswithoutborders.org,translation & localization,130,"Garden City, Idaho",apollo
,,,,http://www.linkedin.com/company/rexus-group,Rexus Group,http://www.rexus-group.com,information technology & services,110,"Wilmington, Delaware",apollo
,,,,http://www.linkedin.com/company/the-agi-company,"AGI, Inc.",http://www.theagi.company,information technology & services,42,"San Francisco, California",apollo
,,,,http://www.linkedin.com/company/sierra,Sierra,http://www.sierra.ai,information technology & services,320,"San Francisco, California",apollo
,,,,http://www.linkedin.com/company/conversight,ConverSight,http://www.conversight.ai,information technology & services,82,"Indianapolis, Indiana",apollo
,,,,http://www.linkedin.com/company/apptunixus,Apptunix,http://www.apptunix.com,information technology & services,360,"New York, New York",apollo
,,,,http://www.linkedin.com/company/continua-ai,Continua AI,http://www.continua.ai,information technology & services,11,"New York, New York",apollo
,,,,http://www.linkedin.com/company/aixplain,aiXplain,http://www.aixplain.com,information technology & services,45,"San Jose, California",apollo
,,,,http://www.linkedin.com/company/search-engine-land,Search Engine Land,http://www.searchengineland.com,information technology & services,110,"Edgartown, Massachusetts",apollo
,,,,http://www.linkedin.com/company/intellectyx,"Intellectyx, Inc.",http://www.intellectyx.com,information technology & services,110,"Denver, Colorado",apollo
,,,,http://www.linkedin.com/company/magicschool-ai,MagicSchool AI,http://www.magicschool.ai,education management,160,"Denver, Colorado",apollo
,,,,http://www.linkedin.com/company/plivo-inc,Plivo,http://www.plivo.com,information technology & services,300,"Austin, Texas",apollo
,,,,http://www.linkedin.com/company/zaptatech,ZAPTA Technologies (Pvt.) Limited,http://www.zaptatech.com,information technology & services,250,"Houston, Texas",apollo
,,,,http://www.linkedin.com/company/thcoglobal,THCO - We Are Hiring!,http://www.thcohq.com,management consulting,72,"Wilmington, Delaware",apollo
,,,,http://www.linkedin.com/company/radiansys-inc,Radiansys Inc.,http://www.radiansys.com,information technology & services,130,"Fremont, California",apollo
,,,,http://www.linkedin.com/company/procurewithoro,ORO Labs,http://www.orolabs.ai,information technology & services,260,"Palo Alto, California",apollo
,,,,http://www.linkedin.com/company/leena-ai,Leena AI,http://www.leena.ai,information technology & services,310,"San Francisco, California",apollo
,,,,http://www.linkedin.com/company/wandb,Weights & Biases,http://www.wandb.ai,information technology & services,320,"San Francisco, California",apollo
,,,,http://www.linkedin.com/company/repl-it,Replit,http://www.replit.com,information technology & services,340,"Foster City, California",apollo
,,,,http://www.linkedin.com/company/truora,Truora Inc.,http://www.truora.com,information technology & services,230,"San Francisco, California",apollo
,,,,http://www.linkedin.com/company/sambanova,SambaNova,http://www.sambanova.ai,computer hardware,450,"Palo Alto, California",apollo
,,,,http://www.linkedin.com/company/brainx-technologies,BrainX Technologies,http://www.brainxtech.com,information technology & services,140,"Middletown, Delaware",apollo
,,,,http://www.linkedin.com/company/interface-ai,interface.ai,http://www.interface.ai,information technology & services,230,"San Francisco, California",apollo
,,,,http://www.linkedin.com/company/xevensolutions,Xeven Solutions,http://www.xevensolutions.com,information technology & services,290,"East Stroudsburg, Pennsylvania",apollo
,,,,http://www.linkedin.com/company/qodexai,Qodex - AI Agent for API Testing & Security,http://www.qodex.ai,information technology & services,11,"San Mateo, California",apollo
,,,,http://www.linkedin.com/company/artmac-soft-llc,Artmac,http://www.artmacsoft.com,information technology & services,44,"Atlanta, Georgia",apollo
,,,,http://www.linkedin.com/company/ai-prompts-community,AI & Prompts Hub,http://www.aiplanetx.com,information technology & services,44,"Sheridan, Wyoming",apollo
,,,,http://www.linkedin.com/company/surveysparrow,SurveySparrow,http://www.surveysparrow.com,information technology & services,430,"Palo Alto, California",apollo
,,,,http://www.linkedin.com/company/digitaljanetllc,Digital Janet,http://www.digitaljanet.com,staffing & recruiting,33,"Austin, Texas",apollo
,,,,http://www.linkedin.com/company/vectorshift,VectorShift,http://www.vectorshift.ai,information technology & services,32,"San Francisco, California",apollo
,,,,http://www.linkedin.com/company/fusemachines,Fusemachines,http://www.fusemachines.com,information technology & services,320,"New York, New York",apollo
,,,,http://www.linkedin.com/company/qbotica,qBotica,http://www.qbotica.com,information technology & services,200,"Phoenix, Arizona",apollo
,,,,http://www.linkedin.com/company/venturebeat,VentureBeat,http://www.venturebeat.com,information technology & services,330,"San Francisco, California",apollo
,,,,http://www.linkedin.com/company/data-science-central,Data Science Central,http://www.datasciencecentral.com,publishing,440,"Issaquah, Washington",apollo
,,,,http://www.linkedin.com/company/sohosquaresolutions,Soho Square Solutions,http://www.sohosquaresolutions.com,management consulting,140,"New York, New York",apollo
,,,,http://www.linkedin.com/company/jrd-systems,JRD Systems,http://www.jrdsi.com,information technology & services,250,"Clinton Township, Michigan",apollo
,,,,http://www.linkedin.com/company/amiseq-inc.,AMISEQ,http://www.amiseq.com,information technology & services,220,"Milpitas, California",apollo
,,,,http://www.linkedin.com/company/pricesenz,PriceSenz,http://www.pricesenz.com,information technology & services,56,"Dallas, Texas",apollo
,,,,http://www.linkedin.com/company/zillion-technologies,"Zillion Technologies, Inc.",http://www.zilliontechnologies.com,information technology & services,390,"Ashburn, Virginia",apollo
,,,,http://www.linkedin.com/company/futransolutionsinc,Futran Solutions,http://www.futransolutions.com,information technology & services,300,"Edison, New Jersey",apollo
,,,,http://www.linkedin.com/company/code-vyasa,CodeVyasa,http://www.codevyasa.com,information technology & services,220,"Jacksonville, Florida",apollo
,,,,http://www.linkedin.com/company/redolent-inc,"Redolent, Inc",http://www.redolentech.com,information technology & services,32,"Fremont, California",apollo
,,,,http://www.linkedin.com/company/nustar-technologies-inc.,NuStar Technologies,http://www.nustartech.com,information technology & services,30,"Edison, New Jersey",apollo
,,,,http://www.linkedin.com/company/charterglobalcg,Charter Global,http://www.charterglobal.com,information technology & services,390,"Atlanta, Georgia",apollo
,,,,http://www.linkedin.com/company/precision-technologies-corp-,Precision Technologies,http://www.precisiontechcorp.com,information technology & services,410,"South Brunswick Township, New Jersey",apollo
,,,,http://www.linkedin.com/company/creospan,Creospan Inc.,http://www.creospan.com,information technology & services,190,"Schaumburg, Illinois",apollo
,,,,http://www.linkedin.com/company/gravityinfosolutions,"Gravity Infosolutions, Inc.",http://www.gravityinfosolutions.com,information technology & services,63,"San Jose, California",apollo
,,,,http://www.linkedin.com/company/technogeninc,"Technogen, Inc.",http://www.technogeninc.com,information technology & services,240,"Chantilly, Virginia",apollo
,,,,http://www.linkedin.com/company/botcity,BotCity,http://www.botcity.ai,information technology & services,51,"San Francisco, California",apollo
,,,,http://www.linkedin.com/company/excelgens-inc,"ExcelGens, Inc.",http://www.excelgens.com,information technology & services,240,"Denville, New Jersey",apollo
,,,,http://www.linkedin.com/company/noblesoft-solutions,Noblesoft Solutions,http://www.noblesoft-solutions.com,information technology & services,150,"Langhorne, Pennsylvania",apollo
,,,,http://www.linkedin.com/company/codeninjainc,CodeNinja Inc.,http://www.codeninjaconsulting.com,information technology & services,230,"Austin, Texas",apollo
,,,,http://www.linkedin.com/company/staffigo,Staffigo,http://www.staffigo.com,information technology & services,140,"Woodridge, Illinois",apollo
,,,,http://www.linkedin.com/company/thoughtful-ai,Thoughtful AI,http://www.smartertech.com,information technology & services,160,"Austin, Texas",apollo
,,,,http://www.linkedin.com/company/comptech-associates-inc.,Comptech Associates,http://www.comptechassoc.com,information technology & services,66,"Franklin Township, New Jersey",apollo
,,,,http://www.linkedin.com/company/numerictech,Numeric Technologies,http://www.numerictech.com,information technology & services,330,"Warrenville, Illinois",apollo
,,,,http://www.linkedin.com/company/pleasefollownewpage,Inactive Page,http://www.wisemen.com,information technology & services,120,"Houston, Texas",apollo
,,,,http://www.linkedin.com/company/helpsystems-llc,HelpSystems,http://www.helpsystems.com,information technology & services,170,"Eden Prairie, Minnesota",apollo
,,,,http://www.linkedin.com/company/systechcorp,SysTechCorp Inc,http://www.systechus.com,information technology & services,220,"South Plainfield, New Jersey",apollo
,,,,http://www.linkedin.com/company/technology-ventures,Technology Ventures,http://www.tventures.net,information technology & services,82,"McLean, Virginia",apollo
,,,,http://www.linkedin.com/company/quantum-integrators-group-llc,Quantum Integrators,http://www.quantumintegrators.com,information technology & services,280,"West Windsor Township, New Jersey",apollo
,,,,http://www.linkedin.com/company/the-lab-consulting,The Lab Consulting,http://www.thelabconsulting.com,management consulting,99,"Houston, Texas",apollo
,,,,http://www.linkedin.com/company/comresource,ComResource,http://www.comresource.com,information technology & services,150,"Columbus, Ohio",apollo
,,,,http://www.linkedin.com/company/mclaren-strategic-solutions-mss,McLaren Strategic Solutions (MSS),http://www.mclarenss.com,management consulting,150,"Irvine, California",apollo
,,,,http://www.linkedin.com/company/experfy,Experfy,http://www.experfy.com,information technology & services,44,"Boston, Massachusetts",apollo
,,,,http://www.linkedin.com/company/hyperscience,Hyperscience,http://www.hyperscience.ai,information technology & services,230,"New York, New York",apollo
,,,,http://www.linkedin.com/company/agile-techlabs,Agile Tech Labs,http://www.agile-techlabs.com,information technology & services,43,"Southfield, Michigan",apollo
,,,,http://www.linkedin.com/company/figure-ai,Figure,http://www.figure.ai,machinery,370,"San Jose, California",apollo
,,,,http://www.linkedin.com/company/agilityrobotics,Agility Robotics,http://www.agilityrobotics.com,mechanical or industrial engineering,420,"Salem, Oregon",apollo
,,,,http://www.linkedin.com/company/global-bridge-infotech-inc-,GBIT (Global Bridge InfoTech Inc),http://www.gbitinc.com,information technology & services,130,"Irving, Texas",apollo
,,,,http://www.linkedin.com/company/radiant-digital-solutions,Radiant Digital,http://www.radiant.digital,information technology & services,260,"Vienna, Virginia",apollo
,,,,http://www.linkedin.com/company/seargin,Seargin,http://www.seargin.com,information technology & services,260,"New York, New York",apollo
,,,,http://www.linkedin.com/company/quantumbricks-inc,QuantumBricks,http://www.quantumbricks.io,information technology & services,170,"Newark, Delaware",apollo
,,,,http://www.linkedin.com/company/decision-management-solutions,Blue Polaris,http://www.bluepolaris.com,management consulting,64,"Palo Alto, California",apollo
,,,,http://www.linkedin.com/company/data-science-council-of-america,Data Science Council of America,http://www.dasca.org,government administration,39,"Austin, Texas",apollo
,,,,http://www.linkedin.com/company/odsc-ai,Open Data Science Conference (ODSC),http://www.odsc.ai,information services,190,"Cambridge, Massachusetts",apollo
,,,,http://www.linkedin.com/company/maven-analytics,Maven Analytics,http://www.mavenanalytics.io,e-learning,96,"Boston, Massachusetts",apollo
,,,,http://www.linkedin.com/company/boston-institute-of-analytics,Boston Institute of Analytics,http://www.bostoninstituteofanalytics.org,education management,470,"Boston, Massachusetts",apollo
,,,,http://www.linkedin.com/company/freeonlinecourseswithcertificate,Free Online Courses,http://www.onlinetutorials.org,e-learning,14,"Los Alamitos, California",apollo
,,,,http://www.linkedin.com/company/datascicolumbia,The Data Science Institute at Columbia University,http://datascience.columbia.edu,higher education,78,"New York, New York",apollo
,,,,http://www.linkedin.com/company/insight-data-science,Insight Data Science,http://www.insightfellows.com,higher education,95,"San Francisco, California",apollo
